1;arms_factory;4567.00;9.50;181.00;1.29;0
1;arms_factory;4619.00;9.50;486.00;5.41;0
1;arms_factory;3749.00;9.50;208.00;5.51;0
1;arms_factory;2915.00;9.50;415.00;3.35;0
1;arms_factory;1376.00;9.50;160.00;6.01;0
1;arms_factory;3261.00;9.50;397.00;2.40;0
1;industrial_complex;2573.00;9.50;127.00;3.96;0
1;industrial_complex;2647.00;9.50;323.00;1.80;0
1;industrial_complex;2752.00;9.50;102.00;3.00;0
1;industrial_complex;5471.00;9.50;248.00;0.84;0
1;industrial_complex;3225.00;9.50;477.00;2.40;0
1;industrial_complex;4105.00;9.50;251.00;5.07;0
1;air_base;3997.00;9.50;432.00;1.45;0
1;naval_base;124.00;9.50;17.00;1.23;2
1;bunker;4317.00;9.50;384.00;0.85;0
1;bunker;2992.00;9.50;375.00;3.51;0
1;bunker;5515.00;9.50;451.00;1.35;0
1;bunker;2936.00;9.50;57.00;1.46;0
1;bunker;2879.00;9.50;321.00;5.58;0
1;bunker;4006.00;9.50;174.00;1.96;0
1;bunker;3224.00;9.50;298.00;6.08;0
1;bunker;5267.00;9.50;247.00;6.18;0
1;bunker;2769.00;9.50;432.00;4.02;0
1;bunker;2656.00;9.50;83.00;0.41;0
1;bunker;4648.00;9.50;439.00;3.07;0
1;bunker;3702.00;9.50;200.00;6.09;0
1;bunker;4035.00;9.50;394.00;2.47;0
1;bunker;296.00;9.50;185.00;5.13;0
1;bunker;2281.00;9.50;183.00;1.52;0
1;bunker;3295.00;9.50;179.00;4.54;0
1;bunker;3316.00;9.50;202.00;5.74;0
1;bunker;2487.00;9.50;389.00;3.58;0
1;bunker;1129.00;9.50;186.00;5.14;0
1;bunker;664.00;9.50;76.00;1.52;0
1;bunker;5278.00;9.50;423.00;4.19;0
1;bunker;5541.00;9.50;197.00;2.03;0
1;bunker;2288.00;9.50;82.00;5.05;0
1;bunker;4415.00;9.50;233.00;6.25;0
1;bunker;4415.00;9.50;466.00;4.09;0
1;bunker;3173.00;9.50;539.00;0.47;0
1;bunker;3560.00;9.50;178.00;2.04;0
1;bunker;3551.00;9.50;410.00;4.70;0
1;bunker;3155.00;9.50;466.00;2.54;0
1;bunker;1132.00;9.50;91.00;3.74;0
1;bunker;3074.00;9.50;204.00;0.48;0
1;bunker;140.00;9.50;346.00;3.14;0
1;bunker;288.00;9.50;290.00;5.81;0
1;bunker;2664.00;9.50;416.00;2.54;0
1;bunker;4105.00;9.50;197.00;5.21;0
1;bunker;2528.00;9.50;215.00;1.59;0
1;bunker;4534.00;9.50;287.00;4.25;0
1;bunker;4799.00;9.50;338.00;0.99;0
1;bunker;910.00;9.50;178.00;3.66;0
1;bunker;101.00;9.50;255.00;0.04;0
1;bunker;5063.00;9.50;154.00;2.70;0
1;bunker;4979.00;9.50;393.00;5.72;0
1;bunker;3759.00;9.50;167.00;0.64;0
1;bunker;5042.00;9.50;397.00;4.76;0
1;bunker;3569.00;9.50;50.00;2.61;0
1;bunker;4797.00;9.50;208.00;2.71;0
1;bunker;1336.00;9.50;140.00;0.55;0
1;bunker;4966.00;9.50;145.00;3.21;0
1;bunker;4983.00;9.50;517.00;4.77;0
1;bunker;4059.00;9.50;448.00;1.16;0
1;bunker;168.00;9.50;409.00;5.28;0
1;bunker;549.00;9.50;103.00;0.20;0
1;bunker;2744.00;9.50;142.00;3.22;0
1;bunker;2795.00;9.50;314.00;5.88;0
1;bunker;2637.00;9.50;396.00;2.26;0
1;bunker;721.00;9.50;234.00;0.11;0
1;bunker;2080.00;9.50;415.00;1.67;0
1;bunker;3407.00;9.50;539.00;5.79;0
1;bunker;3637.00;9.50;94.00;0.71;0
1;bunker;3357.00;9.50;290.00;4.83;0
1;bunker;176.00;9.50;316.00;0.11;0
1;bunker;440.00;9.50;139.00;2.78;0
1;bunker;549.00;9.50;478.00;5.44;0
1;bunker;1034.00;9.50;210.00;2.17;0
1;bunker;2286.00;9.50;274.00;3.38;0
1;bunker;503.00;9.50;120.00;1.22;0
1;bunker;5110.00;9.50;483.00;5.34;0
1;bunker;479.00;9.50;86.00;5.45;0
1;bunker;701.00;9.50;223.00;3.29;0
1;bunker;2194.00;9.50;87.00;5.95;0
1;bunker;7.00;9.50;330.00;2.33;0
1;bunker;343.00;9.50;246.00;3.89;0
1;bunker;466.00;9.50;148.00;1.73;0
1;bunker;212.00;9.50;460.00;4.40;0
1;bunker;88.00;9.50;65.00;0.78;0
1;bunker;370.00;9.50;162.00;2.34;0
1;bunker;651.00;9.50;160.00;0.18;0
1;bunker;545.00;9.50;157.00;2.84;0
1;bunker;298.00;9.50;410.00;5.50;0
1;bunker;312.00;9.50;114.00;2.24;0
1;bunker;413.00;9.50;76.00;3.45;0
1;bunker;277.00;9.50;369.00;1.29;0
1;bunker;592.00;9.50;179.00;2.85;0
1;bunker;272.00;9.50;486.00;5.51;0
1;bunker;4894.00;9.50;463.00;1.90;0
1;bunker;2263.00;9.50;502.00;6.02;0
1;bunker;5334.00;9.50;556.00;6.12;0
1;bunker;4499.00;9.50;608.00;3.96;0
1;bunker;499.00;9.50;495.00;1.80;0
1;bunker;4266.00;9.50;526.00;4.46;0
1;bunker;2828.00;9.50;553.00;6.03;0
1;bunker;200.00;9.50;548.00;2.41;0
1;bunker;259.00;9.50;479.00;0.25;0
1;bunker;5627.00;9.50;579.00;1.45;0
1;bunker;3144.00;9.50;581.00;4.47;0
1;bunker;2967.00;9.50;593.00;0.85;0
1;bunker;605.00;9.50;525.00;3.52;0
1;bunker;692.00;9.50;548.00;5.08;0
1;bunker;5075.00;9.50;531.00;2.92;0
1;bunker;4607.00;9.50;689.00;5.58;0
1;bunker;5417.00;9.50;587.00;1.96;0
1;bunker;2752.00;9.50;550.00;4.98;0
1;bunker;3359.00;9.50;640.00;6.19;0
1;bunker;292.00;9.50;541.00;4.03;0
1;bunker;5199.00;9.50;711.00;0.41;0
1;bunker;9.00;9.50;554.00;1.97;0
1;bunker;248.00;9.50;613.00;4.63;0
1;bunker;354.00;9.50;553.00;2.47;0
1;bunker;537.00;9.50;593.00;5.14;0
1;bunker;3238.00;9.50;596.00;0.41;0
1;bunker;4042.00;9.50;684.00;4.54;0
1;bunker;304.00;9.50;690.00;0.92;0
1;bunker;3010.00;9.50;656.00;2.48;0
1;bunker;3487.00;9.50;593.00;5.14;0
1;bunker;2562.00;9.50;588.00;2.98;0
1;bunker;4819.00;9.50;710.00;4.19;0
1;bunker;3384.00;9.50;643.00;0.92;0
1;bunker;452.00;9.50;633.00;3.59;0
1;bunker;225.00;9.50;654.00;6.25;0
1;bunker;418.00;9.50;663.00;2.64;0
1;bunker;499.00;9.50;638.00;5.65;0
1;bunker;2919.00;9.50;637.00;2.04;0
1;bunker;5432.00;9.50;661.00;4.70;0
1;bunker;2841.00;9.50;672.00;2.54;0
1;bunker;4176.00;9.50;699.00;4.10;0
1;bunker;5603.00;9.50;750.00;0.48;0
1;bunker;483.00;9.50;693.00;3.15;0
1;bunker;3063.00;9.50;695.00;6.16;0
1;bunker;394.00;9.50;679.00;1.09;0
1;bunker;4287.00;9.50;761.00;5.21;0
1;bunker;320.00;9.50;744.00;1.59;0
1;bunker;4401.00;9.50;762.00;3.15;0
